tweet_id,jpg_url,img_num,prediction,algorithm_number,confidence,Isdog
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Chihuahua,p2,,True
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador_retriever,p1,,True
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,French_bulldog,p3,,True
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Miniature_poodle,p1,,True
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Toy_poodle,p3,0.0959589,True
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Cocker_spaniel,p2,0.165255,True
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Chihuahua,p3,,True
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat_belt,p1,,True
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Miniature_pinscher,p2,,True
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian_greyhound,p1,,True
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Weimaraner,p2,0.151363,True
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Vizsla,p3,0.08598910000000001,True
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Acorn,p3,2.6258e-05,True
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,p1,0.999888,True
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Slug,p2,,True
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,Ibizan_hound,p3,0.0574615,True
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,Brittany_spaniel,p2,,True
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English_setter,p1,0.32879200000000003,True
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Standard_schnauzer,p2,,True
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Giant_schnauzer,p3,,True
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature_schnauzer,p1,,True
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese_dog,p1,0.359383,True
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Teddy,p2,,True
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,West_highland_white_terrier,p3,,True
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Toy_poodle,p2,,True
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,p1,,True
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Teddy,p3,,True
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Common_iguana,p3,,True
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Armadillo,p2,0.114071,True
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,p1,0.442113,False
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Swab,p1,0.589446,False
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Wig,p3,,True
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Chain_saw,p2,0.190142,True
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Rottweiler,p2,0.0624899,True
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Water_buffalo,p3,,True
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,p1,,True
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Coyote,p3,,True
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,African_hunting_dog,p2,,True
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,p1,,True
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Labrador_retriever,p2,0.206694,True
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Seat_belt,p3,0.0106669,True
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Golden_retriever,p1,,True
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Kelpie,p3,,True
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Vizsla,p2,,True
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Chesapeake_bay_retriever,p1,0.825678,True
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Jigsaw_puzzle,p1,,True
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Space_heater,p3,0.042568,False
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Doormat,p2,0.103259,False
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,p1,,True
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Brabancon_griffon,p3,0.057495400000000016,True
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Pug,p2,,True
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,p1,,True
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Pomeranian,p3,,True
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Italian_greyhound,p2,,True
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Toy_poodle,p3,,True
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,p1,0.741563,True
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Chihuahua,p2,0.0578659,True
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West_highland_white_terrier,p1,,True
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,Samoyed,p2,,True
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,Toy_poodle,p3,,True
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Toy_poodle,p1,0.535411,True
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Pomeranian,p2,0.08754400000000001,True
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Miniature_poodle,p3,,True
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,Golden_retriever,p1,,True
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,Standard_poodle,p3,0.08738539999999999,True
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,Miniature_poodle,p2,0.0919921,True
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Rottweiler,p2,0.13409400000000002,True
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Beagle,p3,,True
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Miniature_pinscher,p1,,True
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Lakeland_terrier,p2,0.0527442,True
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Irish_water_spaniel,p3,0.0344017,True
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant_schnauzer,p1,0.8412649999999999,True
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Bluetick,p3,,True
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy_poodle,p1,,True
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Chihuahua,p2,0.243223,True
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Toy_poodle,p3,,True
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-coated_wheaten_terrier,p1,0.318981,True
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Lakeland_terrier,p2,,True
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Chesapeake_bay_retriever,p2,,True
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Weimaraner,p3,0.112369,True
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,p1,,True
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,Golden_retriever,p1,0.949892,True
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,Chesapeake_bay_retriever,p3,0.00582141,True
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,Irish_setter,p2,,True
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Vacuum,p1,0.33583,True
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Swab,p2,,True
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Toilet_tissue,p3,,True
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,p1,,True
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Miniature_pinscher,p2,,True
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Black-and-tan_coonhound,p3,0.0955848,True
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Eskimo_dog,p3,,True
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Siberian_husky,p1,0.694904,True
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Malamute,p2,0.232006,True
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Kuvasz,p3,0.0241933,True
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden_retriever,p1,,True
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Labrador_retriever,p2,0.454937,True
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Bath_towel,p2,0.12728499999999998,True
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Christmas_stocking,p3,,True
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Teddy,p1,,False
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Border_collie,p2,,True
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Collie,p3,,True
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,p1,,True
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Golden_retriever,p3,0.0693568,True
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint_bernard,p1,,True
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Leonberg,p2,0.127998,True
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,p1,,True
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Miniature_pinscher,p2,0.000450355,True
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Black-and-tan_coonhound,p3,0.00015714,True
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Porcupine,p1,,False
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Bath_towel,p2,0.00630049,True
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Badger,p3,,False
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Drake,p2,,True
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Hen,p3,,False
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Goose,p1,,False
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,French_bulldog,p2,0.0566394,True
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador_retriever,p1,,True
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Staffordshire_bullterrier,p3,,True
